US8731929B2;System for responding to natural language speech utterance, has parser that determines context for keywords in utterance such that parser selects domain agents based on determined meaning The system has an agent architecture that has several domain agents that receive process and respond to request associated with a respective context. A parser (118) determines a context for keywords in the utterance and determines the meaning of utterance. The parser selects the domain agents based on determined meaning. An event manager (100) coordinates the interaction between parser and agent architecture. System for responding to natural language speech utterance, for use with portable computer and personal digital assistant (PDA). The parser determines the context for keywords in the utterance and determines the meaning of utterance so that parser selects the domain agents reliably based on determined meaning. Hence a complete speech-based natural language query and response environment can be provided efficiently. The user can submit the natural language speech questions and commands reliably. The drawing shows a schematic view of the system.100Event manager118Parser120Speech recognition engine124Text to speech engine136Internet A system for processing natural language utterances, comprising: a computing device having access to a plurality of domain agents associated with a plurality of different domains, and programmed to execute one or more computer program instructions which, when executed, cause the computing device to: receive a first natural language utterance; determine that the first natural language utterance contains one or more words that were unrecognized or incorrectly recognized in response to a recognition associated with the first natural language utterance having a confidence level below a predetermined value; obtain a phonetic alphabet spelling associated with the one or more unrecognized or incorrectly recognized words in response to the determination; look up the one or more unrecognized or incorrectly recognized words in one or more dictionary and phrase tables based on the phonetic alphabet spelling; update the one or more dictionary and phrase tables based on a pronunciation associated with the one or more unrecognized or incorrectly recognized words; receive a second natural language utterance that comprises a question; generate a digitized speech signal from the second natural language utterance; recognize one or more words in the second natural language utterance based on a pronunciation associated with the one or more words using the one or more dictionary and phrase tables; tag the one or more words in the second natural language utterance with a user identity determined from voice characteristics associated with the digitized speech signal and one or more user profiles; determine a context of the question in the second natural language utterance; select one of the plurality of domain agents based on the context of the question; generate a request associated with the second natural language utterance based on the one or more words in the second natural language utterance and a grammar used by the selected domain agent, wherein the request includes the question; invoke the selected domain agent to cause the selected domain agent to process the request; and receive a response to the request from the selected domain agent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20160188292A1;Method of interpreting natural language inputs based on storage of inputs, involves reprocessing natural language input obtained from storage to determine second interpretation of natural language input The method involves obtaining (402) a natural language input of a user by computer system. The natural language input is initially obtained through an input mode. The natural language input is processed (404) to determine a first interpretation of the natural language input. The natural language input is stored (406) based on a data format associated with the input mode. The natural language input is obtained (408) from storage. The natural language input obtained from storage is reprocessed (410) to determine a second interpretation of the natural language input. An INDEPENDENT CLAIM is also included for a system of interpreting natural language inputs based on storage of inputs. Method of interpreting natural language inputs based on storage of inputs. The audio file can be obtained from the cache and processed by the speech recognition engine to determine one or more reinterpretations of the utterance stored in the audio file in the event that the user input is to be reprocessed. The search can be performed, and the results of the search can be provided for presentation to the user if the selected interpretation indicates that the user provided the input to search for particular information. The drawing shows a flow diagram illustrating the method of interpreting natural language inputs based on storage of the inputs. 402Step for obtaining the natural language input of user404Step for processing the natural language input to determine first interpretation of the natural language input406Step for storing the natural language input408Step for obtaining the natural language input from storage410Step for reprocessing the natural language input obtained from storage to determine second interpretation of the natural language input A method of interpreting natural language inputs based on storage of the inputs, the method being implemented on a computer system that includes one or more physical processors executing computer program instructions which, when executed by the one or more physical processors, perform the method, the method comprising: obtaining, by the computer system, a natural language input of a user, wherein the natural language input is initially obtained via an input mode; processing, by the computer system, the natural language input to determine a first interpretation of the natural language input; storing, by the computer system, the natural language input based on a data format associated with the input mode; obtaining, by the computer system, the natural language input from storage; and reprocessing, by the computer system, the natural language input obtained from storage to determine a second interpretation of the natural language input.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9607102B2;Method for switching task in conversational dialogue software application installed in e.g. mobile device, involves changing task rule for corresponding task from rules-based model to optimized statistical based task switching model The method involves optimizing a statistical task switching model based on first quality metric. Second quality metric is calculated based on whether a portion of identified first candidate tasks correspond to secondary tasks. A determination is made to check whether one of the rules-based tasks switching rules is modified based on whether the second quality metric satisfies threshold quantity. A task switching rule is changed for a corresponding candidate task from a rules-based model to an optimized statistical based task model when the second quality metric satisfies the threshold quantity. INDEPENDENT CLAIMS are also included for the following:a system for switching a task in a conversational dialogue software application installed in a computing devicea non-transitory computer-readable storage medium comprising a set of instructions for switching a task in a conversational dialogue software application installed in a computing device. Method for switching a task in a conversational dialogue software application installed in a computing device e.g. mobile device and laptop, through a network. Uses include but are not limited to private intranets, corporate networks, LANs, wireless networks and personal networks (PAN). The method enables providing flexibility in managing task interruptions by allowing or not allowing rules or restrictions to be implemented. The method enables performing functionality of data server software to operations or decisions made automatically based on the rules coded into a control logic. The drawing shows a flow diagram illustrating a method for switching a task in a conversational dialogue software application installed in a computing device. 302Selector304Intent312From account314To account316Amount A method comprising: receiving, by a computing device comprising a natural language understanding automatic speech recognition computing engine device, a first natural language input comprising one or more words; activating, by the natural language understanding automatic speech recognition computing engine device, a first task based on the first natural language input, wherein the first task is associated with one or more first task agents configured for retrieving information associated with the first task; prompting, by the natural language understanding automatic speech recognition computing engine device and via a first of the one or more first task agents, for a subsequent natural language input based on a first transcription of the first natural language input and based on a first intent associated with the first task; receiving, by the natural language understanding automatic speech recognition computing engine device and while the first task is activated, a second natural language input comprising one or more words; responsive to determining, by the natural language understanding automatic speech recognition computing engine device, that a task activation switching parameter associated with the first task is not a false value and that a second intent associated with the second natural language input is different from the first intent associated with the first task, determining, by the natural language understanding automatic speech recognition computing engine device: one or more candidate second tasks that are capable of being activated based on one or more task switching rules that identify one or more tasks that are allowed to interrupt the activated first task, wherein an interrupted task is arranged in a task stack memory component of the computing device; and one or more candidate third tasks that are incapable of being activated based on the one or more task switching rules;  activating, by the natural language understanding automatic speech recognition computing engine device, one of the one or more candidate second tasks, wherein the activated candidate second task is associated with one or more second task agents configured for retrieving information associated with the activated candidate second task; responsive to satisfying the one or more second task agents with the first natural language input, the second natural language input, or an additional natural language input, performing, by the computing device, an action associated with the activated second candidate task; determining, by the natural language understanding automatic speech recognition computing engine device, whether the second natural language input satisfies the one or more first task agents associated with the first task; performing, by the computing device, an action associated with the first task responsive to the second natural language input satisfying the one or more first task agents; and prompting, by the natural language understanding automatic speech recognition computing engine device and via one of the one or more first task agents, for a second subsequent natural language input based on the first transcription of the first natural language input responsive to the second natural language input not satisfying the one or more first task agents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20160225370A1;Server computer such as desktop computer, has computing device to generate labeled data set by pairing digital voice input with first user selection and updating selected language understanding classifier The server computer (140) has a computing device (102) communicatively coupled to the server computer. An intent associated with an action performs a function of a category of functions for a domain and a slot indicates a value for performing the action. A labeled data set is generated by pairing the digital voice input with a first user selection. A language understanding classifier associated with agent definitions is selected based on the intent. The selected language understanding classifier is updated based on the generated labeled data set. INDEPENDENT CLAIMS are included for the following:a method for updating language understanding classifier models; anda computer-readable storage medium storing instructions for updating language understanding classifier models. Server computer such as desktop computer, television screen, set-top box or gaming console used for mobile computing device in cloud computing environment. Uses include but are not limited to computing devices such as cell phone, smartphone, handheld computer, laptop computer, notebook computer, tablet device, netbook, media player, personal digital assistant (PDA) and video camera. A user selection is received using a graphical user interface of an end-user labeling tool (EULT) of the computing device. The digital personal assistant runs on the computing device and allows the user of the computing device to perform various actions using voice input. An automatic classifier update is prevented in instances when a user tries to associate a task with a domain, intent, and slot that most of the other remaining users in the system do not associate such utterance with. The drawing shows the block diagram architecture for updating language understanding classifier models. 102Computing device118Labeling tool120,170Language understanding classifier model140Server computer142Remote service A server computer, comprising: a processing unit; and memory coupled to the processing unit; the server computer configured to perform operations for updating language understanding classifier models, the operations comprising: receiving from at least one computing device of a plurality of computing devices communicatively coupled to the server computer, a first user selection of at least one of the following: at least one intent of a plurality of available intents and/or at least one slot for the at least one intent, wherein: the at least one intent is associated with at least one action used to perform at least one function of a category of functions for a domain; the at least one slot indicating a value used for performing the at least one action; and the first user selection associated with a digital voice input received at the at least one computing device; and upon receiving from at least another computing device of the plurality of computing devices, a plurality of subsequent user selections that are identical to the first user selection: generating a labeled data set by pairing the digital voice input with the first user selection; selecting a language understanding classifier from a plurality of available language understanding classifiers associated with one or more agent definitions, the selecting based at least on the at least one intent; and updating the selected language understanding classifier based on the generated labeled data set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG11201705873A1;Server computer such as desktop computer, has computing device to generate labeled data set by pairing digital voice input with first user selection and updating selected language understanding classifier The server computer (140) has a computing device (102) communicatively coupled to the server computer. An intent associated with an action performs a function of a category of functions for a domain and a slot indicates a value for performing the action. A labeled data set is generated by pairing the digital voice input with a first user selection. A language understanding classifier associated with agent definitions is selected based on the intent. The selected language understanding classifier is updated based on the generated labeled data set. INDEPENDENT CLAIMS are included for the following:a method for updating language understanding classifier models; anda computer-readable storage medium storing instructions for updating language understanding classifier models. Server computer such as desktop computer, television screen, set-top box or gaming console used for mobile computing device in cloud computing environment. Uses include but are not limited to computing devices such as cell phone, smartphone, handheld computer, laptop computer, notebook computer, tablet device, netbook, media player, personal digital assistant (PDA) and video camera. A user selection is received using a graphical user interface of an end-user labeling tool (EULT) of the computing device. The digital personal assistant runs on the computing device and allows the user of the computing device to perform various actions using voice input. An automatic classifier update is prevented in instances when a user tries to associate a task with a domain, intent, and slot that most of the other remaining users in the system do not associate such utterance with. The drawing shows the block diagram architecture for updating language understanding classifier models. 102Computing device118Labeling tool120,170Language understanding classifier model140Server computer142Remote service ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX2017009711A;Server computer such as desktop computer, has computing device to generate labeled data set by pairing digital voice input with first user selection and updating selected language understanding classifier The server computer (140) has a computing device (102) communicatively coupled to the server computer. An intent associated with an action performs a function of a category of functions for a domain and a slot indicates a value for performing the action. A labeled data set is generated by pairing the digital voice input with a first user selection. A language understanding classifier associated with agent definitions is selected based on the intent. The selected language understanding classifier is updated based on the generated labeled data set. INDEPENDENT CLAIMS are included for the following:a method for updating language understanding classifier models; anda computer-readable storage medium storing instructions for updating language understanding classifier models. Server computer such as desktop computer, television screen, set-top box or gaming console used for mobile computing device in cloud computing environment. Uses include but are not limited to computing devices such as cell phone, smartphone, handheld computer, laptop computer, notebook computer, tablet device, netbook, media player, personal digital assistant (PDA) and video camera. A user selection is received using a graphical user interface of an end-user labeling tool (EULT) of the computing device. The digital personal assistant runs on the computing device and allows the user of the computing device to perform various actions using voice input. An automatic classifier update is prevented in instances when a user tries to associate a task with a domain, intent, and slot that most of the other remaining users in the system do not associate such utterance with. The drawing shows the block diagram architecture for updating language understanding classifier models. 102Computing device118Labeling tool120,170Language understanding classifier model140Server computer142Remote service 1. One of server computer which comprising: one unit of processing; and coupled to the memory of processing unit; the computer of server configured for performing operations for update of classifier models of understanding of language, the operations comprising: receiving, of to the less one of computing device of one of plurality of devices communicatively coupled to the computer of computer server, one of first selection of user to the less one of the following; to the less one attempt of an plurality of attempts and/or available to the less one slot for to the less one attempt, where in: the to the less one attempt is associated with to the less one used for performing action to the less one function of one category of functions for one domain; the to the less one slot indicating one value used for performing to the less one action; and the first selection of user associated with an entrance of digital voice is received to the less one of computing device; and to the receiving of less to the other of computing device of the plurality of devices of computer, one plurality of selections of subsequent user which are identical to the first selection of user: generating one set of labeled data match to the entrance of the digital voice with the first selection of user; selecting one classifier of understanding language of one of plurality of classifiers of understanding of language available associated with one or more definitions of agent, the selection based To The less in one attempt; and updating the classifier of understanding of language selected based in the set of labeled data generated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9508339B2;Server computer such as desktop computer, has computing device to generate labeled data set by pairing digital voice input with first user selection and updating selected language understanding classifier The server computer (140) has a computing device (102) communicatively coupled to the server computer. An intent associated with an action performs a function of a category of functions for a domain and a slot indicates a value for performing the action. A labeled data set is generated by pairing the digital voice input with a first user selection. A language understanding classifier associated with agent definitions is selected based on the intent. The selected language understanding classifier is updated based on the generated labeled data set. INDEPENDENT CLAIMS are included for the following:a method for updating language understanding classifier models; anda computer-readable storage medium storing instructions for updating language understanding classifier models. Server computer such as desktop computer, television screen, set-top box or gaming console used for mobile computing device in cloud computing environment. Uses include but are not limited to computing devices such as cell phone, smartphone, handheld computer, laptop computer, notebook computer, tablet device, netbook, media player, personal digital assistant (PDA) and video camera. A user selection is received using a graphical user interface of an end-user labeling tool (EULT) of the computing device. The digital personal assistant runs on the computing device and allows the user of the computing device to perform various actions using voice input. An automatic classifier update is prevented in instances when a user tries to associate a task with a domain, intent, and slot that most of the other remaining users in the system do not associate such utterance with. The drawing shows the block diagram architecture for updating language understanding classifier models. 102Computing device118Labeling tool120,170Language understanding classifier model140Server computer142Remote service A server computer, comprising: a processing unit; and memory coupled to the processing unit; the server computer configured to perform operations for updating language understanding classifier models, the operations comprising: receiving from at least one computing device of a plurality of computing devices communicatively coupled to the server computer, a first user selection of at least one of the following: at least one intent of a plurality of available intents and/or at least one slot for the at least one intent, wherein: the at least one intent is associated with at least one action used to perform at least one function of a category of functions for a domain; the at least one slot indicating a value used for performing the at least one action; and the first user selection associated with a digital voice input received at the at least one computing device; and upon receiving from at least another computing device of the plurality of computing devices, a plurality of subsequent user selections that are identical to the first user selection and a plurality of subsequent digital voice inputs corresponding to the plurality of subsequent user selections, wherein the plurality of subsequent digital voice inputs are substantially similar to the digital voice input: generating a labeled data set by pairing the digital voice input with the first user selection; selecting a language understanding classifier from a plurality of available language understanding classifiers associated with one or more agent definitions, the selecting based at least on the at least one intent; and updating the selected language understanding classifier based on the generated labeled data set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20150088499A1;Method for facilitating access to data and functionality e.g. business-related software application, involves presenting user interface control to facilitate user access to software functionality with natural language input The method (150) involves receiving (152) natural language input. The natural language input is analyzed (156). The portions of the natural language input are selected. The portions are employed (158) to select software functionality. The user interface controls that are adapted to facilitate user access to the software functionality are presented (160) in combination with a representation of the natural language input. The keywords are automatically functionally augmented through in-line tagging of the keywords through the user interface controls. INDEPENDENT CLAIMS are included for the following:an apparatus for facilitating access to data and functionality; anda processor-readable storage device storing program for facilitating access to data and functionality. Method for facilitating access to data and functionality such as enterprise such as business, university, government and military-related software application and accompanying actions and data. The enterprise data and functionality is efficiently accessed by enabling accurate detection of keywords and phrases occurring in natural language input. The drawing shows a flowchart illustrating the process for facilitating access to data and functionality. 150Method for facilitating access to data and functionality152Step for receiving natural language input156Step for analyzing natural language input158Step for employing portions to select software functionality160Step for presenting user interface controls in combination with representation of natural language input A method for facilitating access to data and functionality, the method comprising: receiving natural language input; analyzing the natural language input and selecting one or more portions of the natural language input; employing the one or more portions to select software functionality; and presenting one or more user interface controls in combination with a representation of the natural language input, wherein the one or more user interface controls are adapted to facilitate user access to the software functionality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP05663031B2;Method for hybrid processing in natural language voice services environment, involves resolving multi-modal interaction at electronic device based on information contained in multiple messages received from virtual router The method involves detecting multi-modal interaction at an electronic device e.g. mobile phone. Multiple messages containing information related to the multi-modal interaction is communicated to a virtual router in communication with the electronic device. Multiple messages containing information related to intent of the multi-modal interaction is received by the electronic device. The multi-modal interaction at the electronic device is resolved based on the information contained in multiple messages received from the virtual router. INDEPENDENT CLAIMS are also included for the following:an electronic device for hybrid processing in a natural language voice services environmenta virtual router for hybrid processing in a natural language voice services environment. Method for hybrid processing in natural language voice services environment using an electronic device e.g. microphone, personal navigation device, mobile phone, Voice over Internet Protocol (VoIP) node, personal computer, media device, embedded device and server, and a virtual router (all claimed). The method enables performing hybrid processing in the natural language voice services environment using the electronic device and/or the virtual router without degrading performance in an efficient manner. The drawing shows a block diagram of a voice-enabled device for hybrid processing in a natural language voice services environment.100Voice-enabled device112Input devices120Automatic speech recognizer130Conversational language processor134Applications The process at which a 1st client apparatus transmits the information relevant to the 1st local time-measurement mechanism of a said 1st client apparatus to a virtual router,The process from which a said 1st client apparatus detects at least 1 natural language speech,The process at which a said 1st client apparatus transmits the information relevant to the said natural language speech to the said virtual router,The process of receiving the information in which a said 1st client apparatus specifies intent of the said natural language speech from the said virtual router,Said information that specifies intent of the said natural language speech here,(1) Said information relevant to said 1st local time-measurement mechanism transmitted by said 1st client apparatus,(2) Information relevant to 2nd local time-measurement mechanism of 2nd client apparatus,(3) Said information relevant to said natural language speech,and(4) It is based on information relevant to non voice input transmitted by said 2nd client apparatus,The process at which the said client apparatus solves the said natural language speech based on the said information that specifies intent of the said natural language speech,The hybrid processing method in a natural language voice service environment provided with these.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR2017070094A;Method for receiving and processing request using voice and connection platform, involves performing natural language understanding based on speech recognition of audio input, and taking action based on context of user and understanding The method involves receiving audio input from a user (112a) requesting action at a client device (106a) responsive to an internal event. Automatic speech recognition is performed on the audio input. Context of user is obtained. Natural language understanding is performed based on the speech recognition of the audio input. The action is taken based on the context of the user and the natural language understanding. Voice assistant is initiated without user input before receiving the audio input from the user. The context includes context history, dialogue history, a user profile, user history, a location and a current context domain. An INDEPENDENT CLAIM is also included for a system for receiving and processing a request using a voice and connection platform. Method for receiving and processing a request using a voice and connection platform. The method enables utilizing agnostic and modular approach to automatic speech recognition, natural language understanding and text to speech components, thus allowing frequent updates to components, and simplifying adaptation of a system to different languages. The method enables managing context so as to provide natural and humanlike dialogue with the user and increase accuracy of understanding of the user's requests, while reducing amount of time between receiving the request and execution of the request. The method enables increasing system's ability to accurately recognize words from speech, determine user's intended request and facilitate more natural dialog between the user and system. The drawing shows a schematic block diagram of a system for facilitating a voice and connection platform. 106a-106nClient devices110Automatic speech recognition server112a-112nUsers116Text to speech server122Voice and connection server A method, wherein: The method comprises the step of receiving the first audio input as the method from the user requesting the first action in the first device; the step of performing the automatic speech recognition about the first audio input; the step of obtaining the context of the user; the step of performing the natural language understanding based on the voice recognition of the first audio input; and the step of taking the first action based on the context and natural language understanding of the user.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN107004410A;Method for receiving and processing request using voice and connection platform, involves performing natural language understanding based on speech recognition of audio input, and taking action based on context of user and understanding The method involves receiving audio input from a user (112a) requesting action at a client device (106a) responsive to an internal event. Automatic speech recognition is performed on the audio input. Context of user is obtained. Natural language understanding is performed based on the speech recognition of the audio input. The action is taken based on the context of the user and the natural language understanding. Voice assistant is initiated without user input before receiving the audio input from the user. The context includes context history, dialogue history, a user profile, user history, a location and a current context domain. An INDEPENDENT CLAIM is also included for a system for receiving and processing a request using a voice and connection platform. Method for receiving and processing a request using a voice and connection platform. The method enables utilizing agnostic and modular approach to automatic speech recognition, natural language understanding and text to speech components, thus allowing frequent updates to components, and simplifying adaptation of a system to different languages. The method enables managing context so as to provide natural and humanlike dialogue with the user and increase accuracy of understanding of the user's requests, while reducing amount of time between receiving the request and execution of the request. The method enables increasing system's ability to accurately recognize words from speech, determine user's intended request and facilitate more natural dialog between the user and system. The drawing shows a schematic block diagram of a system for facilitating a voice and connection platform. 106a-106nClient devices110Automatic speech recognition server112a-112nUsers116Text to speech server122Voice and connection server A method, comprising: receiving a first audio input first action request from the user at the first device, the first audio input executing automatic voice identification, obtaining the context of the user based on the first audio input by the voice recognition to perform natural language understanding and natural language understanding based on the context and the said user to take said first action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN107507614A;Method for executing natural language command of user at user interface state in device, involves sending natural language command to natural language processing device when natural language command satisfies predetermined condition The method involves a detecting whether a user interface (UI) state is changed. Corresponding related information is obtained if the UI state is changed. The related information is sent to a language processing device corresponding to user voice interactive command. Natural language command input of a user is obtained. The natural language command is sent to the natural language processing device when the natural language command satisfies predetermined condition. Voice interaction process is performed in an intelligent device when the UI state is changed. An INDEPENDENT CLAIM is also included for a computer readable storage medium comprising a set of instructions for executing natural language command of a user at a combined UI state in an intelligent device. Method for executing natural language command of a user at a combined UI state in an intelligent device e.g. vehicle intelligent voice device, intelligent sound TV, intelligent sound box and computing device (all claimed). The method enables realizing user voice interaction process at the UI state to execute the natural language command of the user so as to improve interactive experience of the user. The drawing shows a flow diagram illustrating a method for executing natural language command of a user at a combined UI state in an intelligent device. '(Drawing includes non-English language text)' A method of intelligent device for combined UI state executing the natural language command of user, wherein the method comprises the following steps: a detecting UI state is changed, b if changes, obtaining the corresponding related information; c, sending the related information of the used to respond to user voice interactive command to the corresponding natural language processing device, a natural language command d, wherein obtaining user input, the natural language command satisfies the predetermined condition, e the natural language command to the natural language processing device.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20160098992A1;Method for receiving and processing request using voice and connection platform, involves performing natural language understanding based on speech recognition of audio input, and taking action based on context of user and understanding The method involves receiving audio input from a user (112a) requesting action at a client device (106a) responsive to an internal event. Automatic speech recognition is performed on the audio input. Context of user is obtained. Natural language understanding is performed based on the speech recognition of the audio input. The action is taken based on the context of the user and the natural language understanding. Voice assistant is initiated without user input before receiving the audio input from the user. The context includes context history, dialogue history, a user profile, user history, a location and a current context domain. An INDEPENDENT CLAIM is also included for a system for receiving and processing a request using a voice and connection platform. Method for receiving and processing a request using a voice and connection platform. The method enables utilizing agnostic and modular approach to automatic speech recognition, natural language understanding and text to speech components, thus allowing frequent updates to components, and simplifying adaptation of a system to different languages. The method enables managing context so as to provide natural and humanlike dialogue with the user and increase accuracy of understanding of the user's requests, while reducing amount of time between receiving the request and execution of the request. The method enables increasing system's ability to accurately recognize words from speech, determine user's intended request and facilitate more natural dialog between the user and system. The drawing shows a schematic block diagram of a system for facilitating a voice and connection platform. 106a-106nClient devices110Automatic speech recognition server112a-112nUsers116Text to speech server122Voice and connection server A method comprising: receiving, at a first device, a first audio input from a user requesting a first action; performing automatic speech recognition on the first audio input; obtaining a context of user; performing natural language understanding based on the speech recognition of the first audio input; and taking the first action based on the context of the user and the natural language understanding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9437206B2;Method for enabling and enhancing use of voice control in voice controlled application through development framework, involves permitting association formed between action-context pair and application handler in voice controlled application The method involves providing a set of framework action-context pairs used in a memory of an application development device i.e. user equipment, where the framework context defines a list of parameters related to an action and respective value types. The action-context pair is matched with semantically related vocabulary by a voice recognition engine (VRE) (152) and a natural language library (154). An association is permitted to be formed between an action-context pair and application handlers (112) in the voice controlled application. INDEPENDENT CLAIMS are also included for the following:a non-transitory computer program product comprising a set of instructions for enabling and enhancing use of voice control in a voice controlled applicationa system for developing a voice controlled applicationan user equipment comprising a voice controlled application executable file using action-context pairs and associated VCA application handlers. Method for enabling and enhancing use of voice control in a voice controlled application (VCA) through a development framework. The method enables permitting an application developer to easily and quickly create voice controlled applications that can be run from a user equipment (UE), and easily integrate new voice commands and functionality into his application. The drawing shows a block diagram for a system for enabling and enhancing use of voice control in a voice controlled application. 112Application handlers150Backend engine152VRE154Natural language library250Registration table A method for enabling or enhancing a use of voice control in a voice controlled application (VCA) via a development framework, the method comprising: providing in the development framework a plurality of framework action-context pairs wherein the development framework is stored in a memory of an application development device comprising a processor, the plurality of framework action-context pairs being configured to direct execution of the VCA, wherein each framework action-context pair has an action and a context that defines a list of parameters related to the action and respective value types of the parameters; providing at least one of a voice recognition engine (VRE) or a natural language library to match each action-context pair with semantically related vocabulary; generating automatically a grammar to capture knowledge about natural language understanding in the context of said VCA; providing in the development framework a registration mechanism that forms an association between an action-context pair and a handler in the VCA, the registration mechanism such that when a voice input is received, the voice input is sent to a speech recognition engine based on said grammar to obtain an action-context pair from the plurality of framework action-context pairs and the action-context pair is used to select and trigger the handler in the VCA to execute the action intended by the voice input.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9601114B2;Method for natural language processing of speech utterance input to computerized system, involves automatically transmitting audio message based on message portion of speech utterance using channel and destinations indicated by parameters The method (100) involves parsing a natural language speech utterance to identify a communication portion of an utterance and a start and an end of a message portion within the speech utterance. The communication portion is analyzed to determine communication parameters, where the communication parameter indicates a destination or channel for message delivery. An audio message is automatically transmitted based on the message portion of the speech utterance using the channel and destinations indicated by the communication parameters. The destination is a voice mail mailbox, an electronic mail address and a user account on a social networking website. An INDEPENDENT CLAIM is also included for a system for processing a natural language message in a computerized system. Method for natural language processing of a speech utterance input to a computerized system. Uses include but are not limited to a smartphone, a tablet computer, a telephone, a laptop computer, a cellular telephone, a desktop computer and a workstation. The method enables assigning a probability weight to each parse to allow disambiguation and choice of the most likely parses based on all factors available, thus improving reliability and flexibility of the computerized system. The method enables anticipating that a larger number of telephone system providers facilitates incoming communications by setting out publicly accessible interface ports as an automated communication becomes more common, so that a user can quickly add nicknames to already-identified contact listings and vast majority of intended recipients can be identified using the nickname as the user employs in ordinary conversation. The drawing shows a flow chart illustrating a method for combining a communication portion with a message in a natural language computer system. 100Method for natural language processing of speech utterance input102Step for receiving natural language communication104Step for identifying combined voice mail/ command106Step for parsing content110Step for saving message A method for natural language processing of a speech utterance input to a computerized system, comprising: receiving and storing a speech utterance in a computerized system, the speech utterance comprising words spoken by a user, the spoken words including a communication portion and a message portion; parsing the natural language speech utterance to identify the communication portion of the utterance and the start and the end of the message portion within the speech utterance; analyzing the communication portion to determine one or more communication parameters, a communication parameter indicating a destination or channel for message delivery; and automatically transmitting an audio message based on the message portion of the speech utterance using a channel and one or more destinations indicated by the one or more communication parameters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
